Business ID,Business Name
372,Illini Mattress Company
373,Lowe's Home Improvement
374,Furniture Row
375,Slumberland Furniture
376,The Cookie Jar
377,Lucky Puppy
378,Enterprise Rent-A-Car
379,Evolve Fitness Club
380,Forever 21
381,Howbowda Bagel
382,Green Onion
383,El Toro Mexican Restaurant
384,Dyno-Tune
385,Hot Wok Express
386,Urban Outfitters
387,Eighty-Eight Broadway
388,Rainbow Garden
389,Lee's Oriental Foods
390,Furniture Warehouse
391,Salvation Army Thrift Store
392,Baytowne Apartments
393,Spa Envy and Salon
394,Yong's Alterations
395,Best Buy
396,Crystal Lake Park
397,Insomnia Cookies
398,Taffies Restaurant
399,Starcrest Cleaners
400,Barr Real Estate
401,TJ Maxx
402,Za's Italian Cafe
403,The Clark Bar
404,The William R and Clarice V Spurlock Museum
405,Lando Salon
406,Bombay Indian Grill
407,CVS
408,Walgreens
409,McDonald's
410,Starbucks
411,I Hotel and Conference Center
412,Houlihan's
413,Meijer
414,Green Street Cafe
415,Sleep Inn Champaign Urbana - University Area
416,JJ's Shoe Repair
417,Champaign Surplus
418,Cheddar's Casual Cafe
419,Sushi Avenue
420,Beaumont Animal Clinic
421,The Accord
422,Taco Bell
423,Barnes & Noble Booksellers
424,CityView
425,Bevier Cafe
426,Fairfield Inn & Suites by Marriott Champaign
427,Guadalajara Bar & Grill
428,Extended Stay America - Champaign - Urbana
429,Meat Science Laboratory
430,ChinaTown Buffet
431,Hair Benders
432,Champaign County Humane Society
433,Illini Union Hotel
434,Village Inn Pizza
435,Hertz Rent A Car
436,United Car Center
437,Record Swap
438,Cracker Barrel Old Country Store
439,Espresso Royale Caffe
440,Christie Clinic on University
441,Zyggyz
442,China Garden
443,Market Place Shopping Center
444,Xinh Xinh Cafe
445,Virginia Theatre
446,The Morning Cup & More
447,Beckman Cafe
448,Jamba Juice
449,Brass Rail
450,Black Dog Smoke & Ale House
451,"Dankle W Casey, DDS"
452,David's Bridal
453,Cactus Grill
454,Monical's Pizza
455,The Illini Shop
456,Heel To Toe
457,Euro Mart
458,Car-X Tire & Auto
459,Amano's Pizza
460,Steak 'n Shake
461,Jack's Grill & Mediterranean Cuisine
462,Baymont Inn And Suites Champaign
463,Kohl's
464,Mas Amigos
465,"B. Lime, A Green Store"
466,Sushi Rock
467,Fat Sandwich Company
468,Champaign Dental Group
469,Subway
470,Sandella's Flatbread Cafe
471,The UPS Store
472,Natural Gourmet
473,Road Ranger
474,Jos. Kuhn & Co
475,International Galleries
476,Simplified Computers
477,Prairie Fruits Farm & Creamery
478,Red Hair
479,Country Squire Cleaners
480,Tire Barn
481,University Of Illinois Arboretum
482,Allure Salon
483,Campus Property Management
484,O'Charley's Restaurant & Bar
485,Federal/O'Byrne Moving & Storage
486,Istanbul Mediterranean Cuisine
487,A & E Animal Hospital
488,Pet Palace
489,Living Yoga Center
490,Cocomero
491,Mirsung
492,Hanford Inn and Suites
493,Domino's Pizza
494,The Dragons Table
495,U of I Community Credit Union
496,Taco Loco
497,Super 8 Urbana
498,Mark of Cain Tattoo's
499,Grainger Engineering Library
500,Illini Tech Center
501,Champaign Do It Best Hardware
502,Andy's Barber Shop
503,Kessler Optical
504,Concord Custom Cleaners
505,Mr Auto Body Inc
506,Schoonover Sewer Service
507,Burnham 310
508,Marketview Car Wash
509,McKinley Health Center
510,Maid To Perfection
511,"Faught Mark A, DDS"
512,Ivey Auto Body Specialist
513,Bikeworks
514,Champaign County Clerk
515,Le Peep Restaurant
516,Pretty Nails Spa
517,Roland Realty
518,"Comfort Suites Urbana Champaign, University Area"
519,Ruth's Salon
520,The Lincoln Lodge Urbana
521,Vinny's East Coast Pizzeria
522,Albert Jodi & Associates
523,Champaign Heating & Air
524,County Market
525,Stone Baked Pizzeria
526,Modern Nails Salon
527,Bash Pepper Roofing Company
528,Great Clips
529,The Avenue Bed & Breakfast
530,The Pottery Place
531,Jon's Pipe Shop
532,Country View Veterinary Clinic
533,America's Best Inns and Suites
534,V. Picasso
535,Panera Bread
536,Sarku Japan
537,Rush Tan
538,Holy Land Mediterranean Grill
539,N Tailor & Alterations
540,Kohlmann's Bike Shop
541,Pacific Tailoring & Alterations
542,Sam's Club
543,Orange Express Taxi
544,Bugbee's DJ Plus
545,Champaign Studio One Photography
546,Barbara's Alterations Plus
547,Blossom Basket Florist
548,Spritz Jewelry
549,Timothy John Salon and Spa
550,Buffalo Wild Wings
551,Fairfield Automotive
552,HomeTown Buffet
553,Presence Covenant Medical Center
554,Hubers
555,Steak 'n Shake
556,Rural King
557,Red Wing Shoe Store
558,Memphis On Main
559,Dave & Harry Locksmiths
560,Carmella's Creme
561,Taco Bell
562,Illini Eye Care
563,Long's Garage Complete Auto Service
564,Red Star Liquors
565,Ron's Truck & Auto Repair
566,Sammie's Pancake House
567,Buttitta's
568,Great Harvest Bread Company-Champaign
569,Buttitta John the Tailor
570,Speed Lube 10 Minute Oil Change Shops
571,N Tailoring & Alteration
572,Tri-Color Locksmiths
573,Best Wok
574,Baker's Bikes
575,Carle Clinic
576,Central Illinois Credit Union
577,Uncle Jack's Family Restaurant
578,Kaiyo Japaneese Restaurant
579,Tradehome Shoes
580,Dunkin' Donuts
581,AnSun
582,Dazzling Nails
583,Starbucks
584,Wines At the Pines
585,Mettler Center
586,Les Cheveux Gallery
587,Serendipity
588,Boomerang's Bar & Grill
589,Drury Inn & Suites Champaign
590,Gamestop Prospect Commons
591,U & I Nails
592,Midas
593,Big J J Fish & Chicken
594,Gillespie Management
595,Po' Boys Restaurant
596,TK Service Center
597,Ginger Asian Bistro
598,Old Chicago
599,Culver's
600,Papa Del's Pizza At the Crossing
601,Burger King
602,Urbana Champaign Independent Media Center
603,TMS Auto Care
604,Motherhood Maternity
605,Fat City Saloon
606,McKinley Apartments
607,Royse & Brinkmeyer Apartments
608,Wingate By Wyndham Champaign
609,Pet Supplies Plus
610,Insty-Prints Business Printing Services
611,Plato's Closet
612,Priceless Books
613,Mitchem Dental
614,Windy City Express
615,Cheese and Crackers
616,Penn Station
617,Montana Mike's
618,D & W Lake Camping & Fishing
619,Sprint Store By Wireless Revolution
620,Casey's Carry Out Pizza
621,Golden Harbor Authentic Chinese Cuisine
622,Pia's Sports Bar & Grill
623,Cardinal Fitness of Champaign
624,Kirby's Firestone Service Center
625,Mariya Vandivort & The AroundCU - Keller Williams
626,All About Eyes
627,Duckys Champaign
628,Klein Gretchen
629,Fuad's Creative Hair Design
630,Two Men and a Truck Champaign
631,The Smoke Shack
632,Annapurna Stores
633,Smoothie King
634,Papa John's Pizza
635,Fetch! Pet Care
636,Campus Property Management
637,Hunsinger Enterprises
638,Prairie Farm
639,Roger's Barber Shop
640,Six Minute Chinese
641,U-Haul Neighborhood Dealer
642,Depot Barber Shop
643,Meadows Animal Hospital
644,Value Check
645,Salvation Army
646,Emerald City Lounge
647,Ryan's
648,Sairam Om
649,My Thai
650,The Blind Man
651,Pampered Pet Grooming and Dog Training
652,Walmart
653,Sushi San
654,Domino's Pizza
655,Flats Fixed
656,Red's Muffler Shop
657,Regency Beauty Institute Student Salons
658,Midwest Cellular
659,News-Gazette
660,Walgreens
661,Ho Dang D MD
662,Tatman's Collision Repair
663,Supercuts
664,O'reilly Auto Parts
665,Fazoli's
666,Jones Optical Co
667,Illini Union
668,Rice Garden
669,Secretary of State
670,Casablanca Kabab House
671,Chopstix
672,Dick Van Dyke Appliance World
673,JOANN Fabrics and Crafts
674,No Regrets Tattoos & Body Piercing
675,CU Woodshop Supply
676,The Beef Stand
677,China King
678,MHM Properties
679,Ten Thousand Villages
680,Einstein Bros Bagels
681,Promenade Gift Shop At Krannert Center
682,Motel 6
683,La Fiesta Mexican Restaurant
684,Jimmy John's
685,Animal Hospital At The Crossing
686,Dave & Gene's Barber Shop
687,BoRics Hair Care
688,Carle Foundation Hospital Level 1 Trauma Center
689,Hair Cuttery
690,Beri Frozen Yogurt
691,Country Inn & Suites
692,Long John Silver's
693,Burrito King
694,Oishi
695,Regis Salon
696,Hessel Park
697,Subway
698,Jesse Heating & Air Conditioning
699,Doodles
700,Spoon House Korean Kitchen
701,Eastland Suites
702,KFC
703,KFC
704,McDonald's
705,Dillman Brothers
706,Pizza Hut
707,El Toro Bravo
708,Japan House
709,ATLAS Cab
710,Subway
711,Beads N Botanicals
712,Tumble Inn Tavern
713,Car-X Tire & Auto
714,Amara Yoga & Arts
715,BodiBronze Sunless Spa
716,Professional Property Management
717,Macy's
718,Average Joe Auto Repair
719,Cocina Real Mexican Restaurant
720,Clutch Cuts
721,Piccadilly Beverage Shops
722,Block Electric
723,Mosser's Shoes
724,Pro Nails
725,Triple T Car Wash
726,Good Vibes
727,Ultimate Tan
728,Norris Tire & Auto Center
729,Fiesta Ranchero
730,Peoria Charter Coach Company
731,Scrubs Plus
732,Urbana True Tires
733,Truly Fit
734,Kim's Alterations
735,Gameday Spirit
736,Dairy Queen
737,Forget Me Not Florals
738,Super Wok
739,Holiday Inn Express & Suites Urbana-Champaign
740,Myler Automotive Repair
741,LookAfter Hair Company
742,Savvy Expressions Wedding & Event Coordination
743,Fire Station Pizza and Pub
744,ABC Sanitary
745,Dankle Brunson & Lee
746,Rick Orr Flowers
747,Courtyard Champaign
748,Illini Shuttle
749,Pristine Inspections & Testing
750,Rick's Automotive Service
751,Psychology and Psychiatry
752,Country Arbors Nursery
753,Fiesta Ranchera
754,Ray's Heating & Cooling
755,McDonald's
756,Top Nails
757,Crepe De Licious
758,Sammy's Pancake House
759,DESTIHL Restaurant & Brew Works
760,Good Friends Animal Hospital
761,Old Navy
762,Pizza Hut
763,Ramada Urbana/Champaign
764,Let's Take a Seat: Thai Cuisine
765,Dairy Queen
766,Fifth Dimension Collision Repair
767,Harbor Freight Tools
768,Walmart
769,Bob's Pet Grooming
770,Jimmy John's
771,Quality Beer
772,Re/Max Realty Associates
773,Bella V Med Spa
774,Spring-Green Lawn Care
775,Stanley Steemer
776,Taco Bell
777,Wingard Salon
778,Number 1 Nails & Alteration Shop
779,Sushi Ichiban
780,Tepper Electric Supply Company
781,Express Car Care
782,Lone Star Steakhouse & Saloon
783,PDR Automotive
784,Urbana Garden Family Restaurant
785,Bud's Tree Care
786,CU Eyecare
787,Taco Motorizado
788,Juno Hair
789,Pancheros Mexican Grill
790,U-Haul Moving & Storage at University Ave
791,Concord Custom Cleaners
792,Black Cab & Limo
793,Ohana Pools & Spas
794,The Pet Pro
795,Jiya Beauty Salon
796,Magic Nails
797,Angel Paws Pet Grooming & Pet Sitting
798,Shelby Motors
799,Panda Express
800,Crave Truck
801,Computer Deli
802,The I.D.E.A. Store
803,Calico Jewelry
804,Piato Catering
805,Advanced Aesthetics Surgery & Laser Center
806,Goodwill
807,Browne's Fine Jewelry
808,McDonald's
809,La Quinta Inn Champaign
810,Confidentially Yours
811,Fleurish
812,Ewing-Lovett Transfer
813,Faith Church of Urbana
814,Merry Ann's Diner
815,Body Therapy Center
816,TLC Pest Control
817,El Progreso
818,Maize Mexican Grill
819,"Mattex Service - Heating, Cooling and Plumbing"
820,Jennifer Allen Therapies
821,Meadowbrook Park
822,Typecast Ink Tattoo & Piercing Studio
823,Bergner's
824,Seno Formal Wear
825,Town & Country Apartments
826,Legends Golf Course
827,Gailey Eye Clinic
828,United Fuel
829,Sliders
830,The Studio
831,Leaders For Life Martial Arts
832,Rainbow Garden
833,Sweet Dreams Mattress
834,Edible Arrangements
835,Toys R US
836,BMI Management
837,Carmon's Bistro
838,JSM Living
839,Blockbuster Video
840,Dublin O'Neil's
841,Campus Ink Printing
842,M & M Auto Sales
843,301 Mongolia
844,Dentistry by Design
845,Bella Vita Massage
846,LongHorn Steakhouse
847,Gasoline Alley
848,Jiffy Lube
849,The Neighbors At The Ice House
850,Espresso Royale
851,Midwest Automotive & Diesel
852,Flooring Surfaces
853,Reynolds Towing Service
854,Skins & Tins Drum Shop
855,Andrae's Harley-Davidson
856,Bangkok Thai and Pho 911
857,Verizon
858,TruGreen Lawn Care
859,Mettler Therapy
860,Midas
861,GFS
862,D&S Sewer
863,Illini Tower
864,Kcm Auto Care
865,Allen Hall
866,Kato's Cajun
867,Champaign Appliance Center
868,Huaraches Moroleon
869,Ramshaw Real Estate
870,Aroma Curry House
871,Meatheads
872,Carle Medical Supply
873,Walgreens
874,Papa Murphy's
875,4U Nails & Spa
876,Wingin Out
877,Classic Home Consignment
878,Beaumont Tire & Auto Repair
879,A & R Mechanical Contractors Inc
880,This Is It Furniture
881,Busey
882,Supercuts
883,Binny's Beverage Depot
884,Pretty Nails
885,Champaign County YMCA
886,Black Rock Pizza Co.
887,Jet's Pizza
888,Walgreens
889,I-Power School of Gymnastics
890,Smoke 'Que & Brew
891,J Gumbo's
892,Ulta Beauty
893,Sarku Japan
894,Roof Doctors
895,Ramjet
896,"Thomas E Standley, DMD"
897,Weed Man
898,P K Jewelry Repair
899,Magic Needle
900,Bowie Chiropractic
901,Espresso Royale
902,City Girl Yogurt
903,Prairieview Landscaping Company
904,Sullivan-Parkhill Automotive
905,Value Place Champaign
906,Denny's Professional Cleaners & Launderers
907,Garber's Cleaners
908,TJ's Laundry & Dry Cleaning
909,88 West Apartments
910,The Brake Shop
911,Moore Trees
912,Witte Electric
913,Pizza M
914,Bed Bath & Beyond
915,Ming Garden
916,Baytowne Nails
917,Team Gauze
918,Rick's Bakery Cafe
919,Stone Creek Golf Club
920,Boneyard Bar & Bbq
921,Health Alliance Medical Plans
922,Day Spa
923,Starbucks
924,Thornton's Oil Company
925,Illini Nissan
926,Planet Fitness - Champaign
927,The UPS Store
928,Wilbur's Taxi
929,Aspen Dental
930,Speed Lube Oil Change Shop
931,Walgreens
932,Arby's
933,Big Grove Tavern
934,FedEx Office Print & Ship Center
935,Panda Express
936,May's Alterations
937,YMCA
938,Dick's Sporting Goods
939,Cafe Zojo
940,"Ramsay M Dean, DDS"
941,Haussermann Alan W DDS
942,Caribbean Grill Food Truck
943,Quencher Smoothie's
944,Andy's Enterprise & Auto Beauty
945,Queen's Nails
946,American Eagle Auto Glass
947,Microtel Inn & Suites By Wyndham Champaign
948,Joe's Automotive Repair
949,Karen Luster Electrolysis
950,Property Management People
951,Central Illinois Bank
952,Ichiban Buffet
953,All Star Nails
954,Merry Maids
955,Wedding Cakes by Rosie
956,Clean Houses C U
957,McVicker Martial Arts
958,All Things Kids
959,Park 150 Self Service Storage
960,Walgreens
961,Denver Mattress
962,217 & Smith's Towing
963,TCBY
964,Cracked the Egg Came First
965,Live Action Games
966,Arrowhead Lanes
967,Innu Hair Salon
968,Regal Nails
969,Sears Auto Center
970,Shaffer's Sanitary
971,Jet Cab
972,National Mini Warehouses
973,Simply Amish Champaign
974,Elite Bridal Shop
975,Ford City
976,Perfect Arch Salon
977,T Mobile Baytowne Shopps
978,La-Z-Boy Furniture Galleries
979,Prairie Fire Restaurant
980,United States Post Office
981,Finish Line
982,Illini Union Bookstore
983,Starr Limousine
984,Cassel Home Comfort Heating & Cooling
985,Gallo-Miller Paint & Collision Repair
986,Champaign Dental Care
987,Studio 9 Hair Design
988,Urbana Acupuncture
989,Wedge Tequila Bar & Grill
990,Eden's Rain Salon
991,Hada Cosmetic Medicine
992,Volo Broadband
993,Storage Squad-University of Illinois
994,Bensky Family Acupuncture
995,Christie Clinic Illinois Marathon
996,Dave's Collision Repair
997,Pro-Tech Motors
998,LaVida Massage of Champaign
999,Frank's A. Carpenter
1000,Five Guys Burgers & Fries
1001,Grizzly's Chimney Sweep
1002,Super Taco
1003,United States Government
1004,Advantage Hobby
1005,Arby's
1006,Illini Home Improvements
1007,R & H Cab
1008,Wendy's
1009,Eyemart Express
1010,Noy Tailoring and Alterations
1011,Freedom's Choice
1012,Hessel Park Family Dentistry
1013,Rehab Professionals
1014,Precision Painting
1015,Chipotle Mexican Grill
1016,Rainstorm Car Wash
1017,Gerber Collision & Glass
1018,Buca di Beppo Italian Restaurant
1019,Eddie Bauer
1020,TGI Fridays
1021,South China Restaurant
1022,Aldi
1023,Sunny China Buffet
1024,Urban Beauty & Fashion
1025,RentChampaign
1026,Abbott's Florist
1027,Charter Fitness
1028,Teavana Tea Store
1029,Glenn Poor's Audio-Video
1030,T & G Maintenance & Construction
1031,Dulak Pilates Center
1032,K-Bowl
1033,Denny's
1034,Louie's Dixie Kitchen
1035,Lanz Heating & Cooling
1036,Jimmy John's
1037,Hhgregg
1038,New Prairie Construction
1039,Men's Wearhouse
1040,Domino's Pizza
1041,Yoga Institute of Champaign-Urbana
1042,Angel Nails
1043,"Erwin, Martinkus, & Cole"
1044,Mas Amigos
1045,Urbana Plumbing & Heating
1046,Robin's Nest
1047,Arby's
1048,"Paul S Sahni, DMD, MSD, PC"
1049,Toro Loco
1050,Urbana Landmark Hotel
1051,Hertz Rent A Car
1052,Wingstop
1053,BoBo's BBQ
1054,Greyhound Bus Lines
1055,Gordmans
1056,City of Champaign
1057,The Tan Company
1058,Jimmy John's
1059,Drew's Pizza
1060,The Empanadas House
1061,Wendy's
1062,College Chefs
1063,First Mid-Illinois Bank & Trust
1064,A Hunt Design
1065,Don's 24 Hour Towing
1066,Burrito King
1067,Worden-Martin Buick GMC
1068,McDonald's
1069,Hansen & Co Barber Shop
1070,Jersey Mike's Subs
1071,Aldi Grocery
1072,Cooperative Healing
1073,Station 6 Pizza
1074,D&D Cleaning
1075,Champaign Marathon
1076,Melby Chiropractic
1077,Movers 4 Less Inc
1078,Chester's BBQ
1079,Bridal & Formal Wear Alterations by Azar
1080,World Nail Spa
1081,McKinley Event Center
1082,CompleteCare Pharmacy
1083,Tortica's Grill
1084,Chase Bank
1085,Halfar Plumbing
1086,Masterspec Home Inspection Service
1087,Ruler Foods
1088,Mobil Super Pantry
1089,El Oasis
1090,Feldkamp's 24Hr Towing
1091,Anderson Automotive
1092,Byers Vacuum Cleaner Sales & Service
1093,Auntie Lee's Chinese Kitchen
1094,The Art Party Studio
1095,Pizzazz Haircutery
1096,The Bike Project of Urbana-Champaign
1097,Angel Hair & Nail
1098,Campus Nails
1099,Bankier Apartments
1100,Acupuncture & Chinese Herb Center
1101,Americas Best Value Inn
1102,Dj's Automotive Service and Repair
1103,Tang Dynasty
1104,No. 7 Salon & Spa
1105,FYXIT
1106,Burger King
1107,Bark Avenue Canine Coiffures
1108,Sitara
1109,FedEx Office Print & Ship Center
1110,Champaign Chrysler Dodge Jeep Ram
1111,US Post Office
1112,Krispy Krunchy Chicken
1113,Family Dental Care of Champaign
1114,White Horse Inn
1115,Shangri-La Massage
1116,Burrito King
1117,The Music Shoppe
1118,Pinky's Piercings's & Fine Body Jewelry
1119,Titan Games
1120,Casual Male XL
1121,Black Rock Pizza
1122,Minneci's at the Crossing
1123,Safelite AutoGlass
1124,Anna's Nail Salon
1125,Braun-Meyer Apartments
1126,Classic Events
1127,Flooring America
1128,Flying Machine Coffee
1129,Harold Huang Photography
1130,Dixon Graphics
1131,Portrait Innovation
1132,Underground Printing
1133,The Pointe at U of I
1134,Ambar India
1135,Health In Harmony Wellness Center
1136,Black Rock Pizza
